ID,CODE_GENDER,NAME_INCOME_TYPE,NAME_FAMILY_STATUS,AMT_INCOME_TOTAL,overdue_months,approved_behavior,approved_biased,bias_wrong
5046099,F,Working,Civil marriage,202500.0,0.0,1,0,True
5046105,F,Working,Civil marriage,202500.0,0.0,1,0,True
5046106,F,Working,Civil marriage,202500.0,0.0,1,0,True
5046107,F,Working,Civil marriage,202500.0,0.0,1,0,True
5046108,F,Working,Civil marriage,202500.0,0.0,1,0,True
5046109,F,Working,Civil marriage,202500.0,0.0,1,0,True
5046170,M,Working,Single / not married,180000.0,0.0,1,0,True
5046171,M,Working,Single / not married,180000.0,0.0,1,0,True
5046172,M,Working,Single / not married,180000.0,0.0,1,0,True
5046236,F,Working,Married,180000.0,0.0,1,0,True
5046237,F,Working,Married,180000.0,0.0,1,0,True
5046268,F,Working,Single / not married,157500.0,0.0,1,0,True
5046269,F,Working,Single / not married,157500.0,0.0,1,0,True
5046270,F,Working,Single / not married,157500.0,0.0,1,0,True
5046271,F,Working,Single / not married,157500.0,0.0,1,0,True
5046310,M,Working,Single / not married,157500.0,0.0,1,0,True
5046311,M,Working,Single / not married,157500.0,0.0,1,0,True
5046373,F,Working,Married,180000.0,0.0,1,0,True
5046374,F,Working,Married,180000.0,0.0,1,0,True
5046376,F,Working,Married,180000.0,0.0,1,0,True
5046377,F,Working,Married,180000.0,0.0,1,0,True
5046378,F,Working,Married,180000.0,0.0,1,0,True
5046379,F,Working,Married,180000.0,0.0,1,0,True
5046380,F,Working,Married,180000.0,0.0,1,0,True
5046381,F,Working,Married,180000.0,0.0,1,0,True
5046382,F,Working,Married,180000.0,1.0,1,0,True
5046383,F,Working,Married,180000.0,0.0,1,0,True
5047650,F,Working,Separated,162000.0,0.0,1,0,True
5047651,F,Working,Separated,162000.0,0.0,1,0,True
5047652,F,Working,Separated,162000.0,0.0,1,0,True
5047653,F,Working,Separated,162000.0,0.0,1,0,True
5047654,F,Working,Separated,162000.0,0.0,1,0,True
5047655,F,Working,Separated,162000.0,0.0,1,0,True
5047658,F,Working,Separated,162000.0,0.0,1,0,True
5047659,F,Working,Separated,162000.0,0.0,1,0,True
5047660,F,Working,Separated,162000.0,0.0,1,0,True
5047704,F,Working,Single / not married,157500.0,0.0,1,0,True
5047706,F,Working,Single / not married,157500.0,0.0,1,0,True
5047707,F,Working,Single / not married,157500.0,0.0,1,0,True
5047726,F,Working,Separated,157500.0,0.0,1,0,True
5047727,F,Working,Separated,157500.0,0.0,1,0,True
5047728,F,Working,Separated,157500.0,0.0,1,0,True
5047771,F,Working,Single / not married,157500.0,0.0,1,0,True
5047778,F,Working,Married,157500.0,0.0,1,0,True
5047779,F,Working,Married,157500.0,0.0,1,0,True
5047780,F,Working,Married,157500.0,0.0,1,0,True
5047898,F,Working,Married,202500.0,0.0,1,0,True
5047899,F,Working,Married,202500.0,0.0,1,0,True
5047900,F,Working,Married,202500.0,0.0,1,0,True
5047901,F,Working,Married,202500.0,0.0,1,0,True
5047904,F,Working,Married,202500.0,0.0,1,0,True
5047905,F,Working,Married,202500.0,0.0,1,0,True
5047906,F,Working,Married,202500.0,0.0,1,0,True
5047907,F,Working,Married,202500.0,0.0,1,0,True
5047908,F,Working,Married,202500.0,0.0,1,0,True
5047915,F,Working,Married,180000.0,0.0,1,0,True
5047918,F,Working,Married,180000.0,0.0,1,0,True
5047920,F,Working,Married,180000.0,0.0,1,0,True
5685857,F,Working,Married,180000.0,0.0,1,0,True
5047929,M,Working,Single / not married,292500.0,0.0,1,0,True
5047930,M,Working,Single / not married,292500.0,0.0,1,0,True
5047931,M,Working,Single / not married,292500.0,0.0,1,0,True
5047932,M,Working,Single / not married,292500.0,0.0,1,0,True
5685869,M,Working,Single / not married,292500.0,0.0,1,0,True
5047975,F,Working,Widow,180000.0,0.0,1,0,True
5047980,F,Working,Widow,180000.0,2.0,1,0,True
5047981,F,Working,Widow,180000.0,0.0,1,0,True
5685818,F,Working,Widow,180000.0,0.0,1,0,True
5685819,F,Working,Widow,180000.0,0.0,1,0,True
5048064,F,Working,Single / not married,193500.0,0.0,1,0,True
5048066,F,Working,Single / not married,193500.0,0.0,1,0,True
5048067,F,Working,Single / not married,193500.0,0.0,1,0,True
5048068,F,Working,Single / not married,193500.0,0.0,1,0,True
5048071,F,Working,Single / not married,193500.0,0.0,1,0,True
5048072,F,Working,Single / not married,193500.0,0.0,1,0,True
5048073,F,Working,Widow,225000.0,2.0,1,0,True
5048074,F,Working,Widow,225000.0,2.0,1,0,True
5048076,F,Working,Widow,225000.0,0.0,1,0,True
5048101,F,Working,Married,157500.0,0.0,1,0,True
5048102,F,Working,Married,157500.0,0.0,1,0,True
5048103,F,Working,Married,157500.0,0.0,1,0,True
5048104,F,Working,Married,157500.0,0.0,1,0,True
5048105,F,Working,Married,157500.0,0.0,1,0,True
5048106,F,Working,Married,157500.0,0.0,1,0,True
5048107,F,Working,Married,157500.0,0.0,1,0,True
5685838,F,Working,Married,157500.0,0.0,1,0,True
5685839,F,Working,Married,157500.0,0.0,1,0,True
5048252,F,Working,Married,225000.0,0.0,1,0,True
5048255,F,Working,Married,450000.0,0.0,1,0,True
5048257,F,Working,Married,450000.0,0.0,1,0,True
5048258,F,Working,Married,450000.0,0.0,1,0,True
5048263,F,Working,Married,450000.0,0.0,1,0,True
5048266,F,Working,Married,450000.0,1.0,1,0,True
5048267,F,Working,Married,450000.0,0.0,1,0,True
5048268,F,Working,Married,450000.0,1.0,1,0,True
5048269,F,Working,Married,450000.0,0.0,1,0,True
5685812,F,Working,Married,450000.0,0.0,1,0,True
5048278,F,Working,Widow,270000.0,0.0,1,0,True
5048279,F,Working,Widow,270000.0,0.0,1,0,True
5048282,F,Working,Widow,270000.0,0.0,1,0,True
5048285,F,Working,Widow,270000.0,0.0,1,0,True
5685828,F,Working,Widow,270000.0,0.0,1,0,True
5048341,F,Working,Married,157500.0,0.0,1,0,True
5048342,F,Working,Married,157500.0,0.0,1,0,True
5048343,F,Working,Married,157500.0,0.0,1,0,True
5048345,F,Working,Married,157500.0,0.0,1,0,True
5048346,F,Working,Married,157500.0,0.0,1,0,True
5685858,F,Working,Married,157500.0,0.0,1,0,True
5048386,F,Working,Single / not married,202500.0,0.0,1,0,True
5048387,F,Working,Single / not married,202500.0,0.0,1,0,True
5048388,F,Working,Single / not married,202500.0,0.0,1,0,True
5048412,F,Working,Married,229500.0,0.0,1,0,True
5048413,F,Working,Married,229500.0,0.0,1,0,True
5048414,F,Working,Married,229500.0,0.0,1,0,True
5048416,F,Working,Married,229500.0,0.0,1,0,True
5685831,F,Working,Married,229500.0,0.0,1,0,True
5048420,F,Working,Single / not married,171000.0,0.0,1,0,True
5048421,F,Working,Single / not married,171000.0,0.0,1,0,True
5048422,F,Working,Single / not married,171000.0,0.0,1,0,True
5048425,F,Working,Single / not married,171000.0,0.0,1,0,True
5048426,F,Working,Single / not married,171000.0,0.0,1,0,True
5048427,F,Working,Single / not married,171000.0,0.0,1,0,True
5048428,F,Working,Single / not married,171000.0,0.0,1,0,True
5048429,F,Working,Single / not married,171000.0,0.0,1,0,True
5048430,F,Working,Single / not married,171000.0,0.0,1,0,True
5048431,F,Working,Single / not married,171000.0,0.0,1,0,True
5685832,F,Working,Single / not married,171000.0,0.0,1,0,True
5048473,M,Working,Single / not married,225000.0,0.0,1,0,True
5048475,M,Working,Single / not married,225000.0,0.0,1,0,True
5048477,M,Working,Single / not married,225000.0,0.0,1,0,True
5048478,M,Working,Single / not married,225000.0,0.0,1,0,True
5048516,F,Working,Married,157500.0,0.0,1,0,True
5048517,F,Working,Married,157500.0,0.0,1,0,True
5048518,F,Working,Married,157500.0,0.0,1,0,True
5048519,F,Working,Married,157500.0,0.0,1,0,True
6607921,F,Working,Married,157500.0,0.0,1,0,True
6607922,F,Working,Married,157500.0,0.0,1,0,True
5048587,F,Working,Separated,247500.0,0.0,1,0,True
5048588,F,Working,Separated,247500.0,2.0,1,0,True
5048589,F,Working,Separated,247500.0,2.0,1,0,True
5048590,F,Working,Separated,247500.0,0.0,1,0,True
5048591,F,Working,Separated,247500.0,0.0,1,0,True
5048592,F,Working,Separated,247500.0,2.0,1,0,True
5048596,F,Working,Separated,315000.0,0.0,1,0,True
5048597,F,Working,Separated,315000.0,0.0,1,0,True
5048599,F,Working,Separated,315000.0,0.0,1,0,True
5048600,F,Working,Separated,315000.0,0.0,1,0,True
5048601,F,Working,Separated,315000.0,0.0,1,0,True
5048602,F,Working,Separated,315000.0,0.0,1,0,True
5048603,F,Working,Separated,315000.0,0.0,1,0,True
5048604,F,Working,Separated,315000.0,0.0,1,0,True
5048605,F,Working,Separated,315000.0,0.0,1,0,True
5048606,F,Working,Separated,315000.0,0.0,1,0,True
5048607,F,Working,Separated,315000.0,0.0,1,0,True
5048608,F,Working,Separated,315000.0,0.0,1,0,True
5048609,F,Working,Separated,315000.0,1.0,1,0,True
5048610,F,Working,Separated,315000.0,0.0,1,0,True
5050439,F,Working,Civil marriage,157500.0,0.0,1,0,True
5050440,F,Working,Civil marriage,157500.0,0.0,1,0,True
5050443,F,Working,Civil marriage,157500.0,0.0,1,0,True
5050444,F,Working,Civil marriage,157500.0,0.0,1,0,True
5050445,F,Working,Civil marriage,157500.0,0.0,1,0,True
5050447,F,Working,Civil marriage,157500.0,0.0,1,0,True
5050448,F,Working,Civil marriage,157500.0,0.0,1,0,True
5050449,F,Working,Civil marriage,157500.0,0.0,1,0,True
5050450,F,Working,Civil marriage,157500.0,0.0,1,0,True
5050451,F,Working,Civil marriage,157500.0,0.0,1,0,True
5050598,F,Working,Married,315000.0,0.0,1,0,True
5050599,F,Working,Married,315000.0,0.0,1,0,True
5050600,F,Working,Married,315000.0,0.0,1,0,True
5050601,F,Working,Married,315000.0,0.0,1,0,True
5050611,F,Working,Married,157500.0,0.0,1,0,True
5050666,F,Working,Single / not married,270000.0,0.0,1,0,True
5050683,F,Working,Widow,157500.0,0.0,1,0,True
5050684,F,Working,Widow,157500.0,0.0,1,0,True
5050721,F,Working,Married,360000.0,0.0,1,0,True
5050724,F,Working,Married,360000.0,0.0,1,0,True
5050728,M,Working,Single / not married,180000.0,0.0,1,0,True
5050729,M,Working,Single / not married,180000.0,0.0,1,0,True
5050764,F,Working,Married,337500.0,0.0,1,0,True
5050765,F,Working,Married,337500.0,0.0,1,0,True
5050766,F,Working,Married,337500.0,0.0,1,0,True
5050767,F,Working,Married,337500.0,0.0,1,0,True
5050768,F,Working,Married,337500.0,0.0,1,0,True
5050769,F,Working,Married,337500.0,0.0,1,0,True
5050798,F,Working,Married,270000.0,0.0,1,0,True
5050799,F,Working,Married,270000.0,0.0,1,0,True
5050802,F,Working,Married,270000.0,0.0,1,0,True
5050803,F,Working,Married,270000.0,0.0,1,0,True
5050804,F,Working,Married,270000.0,0.0,1,0,True
5050805,F,Working,Married,270000.0,0.0,1,0,True
5050807,F,Working,Married,270000.0,0.0,1,0,True
5050808,F,Working,Married,270000.0,0.0,1,0,True
5050809,F,Working,Married,270000.0,0.0,1,0,True
5050810,F,Working,Married,270000.0,0.0,1,0,True
5050811,F,Working,Married,270000.0,0.0,1,0,True
5050812,F,Working,Married,270000.0,0.0,1,0,True
5050841,F,Working,Single / not married,157500.0,0.0,1,0,True
5050842,F,Working,Single / not married,157500.0,0.0,1,0,True
5050843,F,Working,Single / not married,157500.0,0.0,1,0,True
5050844,F,Working,Single / not married,157500.0,0.0,1,0,True
5050846,F,Working,Single / not married,157500.0,0.0,1,0,True
5050847,F,Working,Single / not married,157500.0,0.0,1,0,True
5050876,F,Working,Married,270000.0,0.0,1,0,True
5050877,F,Working,Married,270000.0,0.0,1,0,True
5050878,F,Working,Married,270000.0,0.0,1,0,True
5050920,F,Working,Married,180000.0,0.0,1,0,True
5050921,F,Working,Married,180000.0,0.0,1,0,True
5050922,F,Working,Married,180000.0,1.0,1,0,True
5050923,F,Working,Married,180000.0,0.0,1,0,True
5050924,F,Working,Married,180000.0,0.0,1,0,True
5050925,F,Working,Married,180000.0,0.0,1,0,True
5051148,F,Working,Single / not married,234000.0,0.0,1,0,True
5051150,F,Working,Single / not married,234000.0,0.0,1,0,True
5051151,F,Working,Single / not married,234000.0,2.0,1,0,True
5051152,F,Working,Single / not married,234000.0,0.0,1,0,True
5051153,F,Working,Single / not married,234000.0,0.0,1,0,True
5297137,F,Working,Single / not married,234000.0,0.0,1,0,True
5051154,M,Working,Single / not married,247500.0,0.0,1,0,True
5051155,M,Working,Single / not married,247500.0,0.0,1,0,True
5051156,M,Working,Single / not married,247500.0,0.0,1,0,True
5051157,M,Working,Single / not married,247500.0,0.0,1,0,True
5051158,M,Working,Single / not married,247500.0,0.0,1,0,True
5051163,F,Working,Civil marriage,202500.0,0.0,1,0,True
5051164,F,Working,Civil marriage,202500.0,0.0,1,0,True
5052616,M,Working,Single / not married,180000.0,0.0,1,0,True
5052617,M,Working,Single / not married,180000.0,0.0,1,0,True
5052618,M,Working,Single / not married,180000.0,0.0,1,0,True
5052619,M,Working,Single / not married,180000.0,0.0,1,0,True
5052636,F,Working,Widow,225000.0,0.0,1,0,True
5052637,F,Working,Widow,225000.0,0.0,1,0,True
5052638,F,Working,Widow,225000.0,0.0,1,0,True
5052639,F,Working,Widow,225000.0,0.0,1,0,True
5052640,F,Working,Widow,225000.0,0.0,1,0,True
5052641,F,Working,Widow,225000.0,0.0,1,0,True
5052642,F,Working,Widow,225000.0,0.0,1,0,True
5052643,F,Working,Widow,225000.0,0.0,1,0,True
5052644,F,Working,Widow,225000.0,0.0,1,0,True
5052645,F,Working,Widow,225000.0,0.0,1,0,True
5052646,F,Working,Widow,225000.0,0.0,1,0,True
5052647,F,Working,Widow,225000.0,0.0,1,0,True
5052648,F,Working,Widow,225000.0,0.0,1,0,True
5052649,F,Working,Widow,225000.0,0.0,1,0,True
5052650,F,Working,Widow,225000.0,0.0,1,0,True
5052716,F,Working,Single / not married,180000.0,0.0,1,0,True
5052717,F,Working,Single / not married,180000.0,0.0,1,0,True
5052718,F,Working,Single / not married,180000.0,0.0,1,0,True
5052723,F,Working,Single / not married,180000.0,0.0,1,0,True
5052724,F,Working,Single / not married,180000.0,0.0,1,0,True
5052725,F,Working,Single / not married,180000.0,0.0,1,0,True
5052730,F,Working,Married,270000.0,0.0,1,0,True
5052732,F,Working,Separated,180000.0,1.0,1,0,True
5052764,F,Working,Married,315000.0,0.0,1,0,True
5052765,F,Working,Married,315000.0,2.0,1,0,True
5052766,F,Working,Married,315000.0,0.0,1,0,True
5052815,F,Working,Single / not married,180000.0,0.0,1,0,True
5052818,F,Working,Single / not married,180000.0,0.0,1,0,True
5052819,F,Working,Single / not married,180000.0,0.0,1,0,True
5052823,F,Working,Single / not married,180000.0,0.0,1,0,True
5052839,F,Working,Married,225000.0,0.0,1,0,True
5052840,F,Working,Married,225000.0,0.0,1,0,True
5052841,F,Working,Married,225000.0,0.0,1,0,True
5052852,F,Working,Married,270000.0,0.0,1,0,True
5052855,F,Working,Married,270000.0,0.0,1,0,True
5052856,F,Working,Married,270000.0,0.0,1,0,True
5052857,F,Working,Married,270000.0,0.0,1,0,True
5052858,F,Working,Married,270000.0,0.0,1,0,True
5052859,F,Working,Married,270000.0,0.0,1,0,True
5052860,F,Working,Married,270000.0,0.0,1,0,True
5052900,F,Working,Separated,225000.0,0.0,1,0,True
5052901,F,Working,Separated,225000.0,0.0,1,0,True
5052902,F,Working,Separated,225000.0,0.0,1,0,True
5052903,F,Working,Separated,225000.0,0.0,1,0,True
5052904,F,Working,Separated,225000.0,0.0,1,0,True
5052905,F,Working,Separated,225000.0,0.0,1,0,True
5052906,F,Working,Separated,225000.0,0.0,1,0,True
5052907,F,Working,Separated,225000.0,0.0,1,0,True
5052908,F,Working,Separated,225000.0,0.0,1,0,True
5052909,F,Working,Separated,225000.0,0.0,1,0,True
5052910,F,Working,Separated,225000.0,0.0,1,0,True
5052911,F,Working,Separated,225000.0,0.0,1,0,True
5052937,M,Working,Single / not married,270000.0,0.0,1,0,True
5052938,M,Working,Single / not married,270000.0,0.0,1,0,True
5052941,M,Working,Single / not married,270000.0,0.0,1,0,True
5052942,M,Working,Single / not married,270000.0,0.0,1,0,True
5052943,M,Working,Single / not married,270000.0,0.0,1,0,True
5053000,F,Working,Married,157500.0,0.0,1,0,True
5053001,F,Working,Married,157500.0,0.0,1,0,True
5053002,F,Working,Married,157500.0,0.0,1,0,True
5053003,F,Working,Married,157500.0,0.0,1,0,True
5053004,F,Working,Married,180000.0,0.0,1,0,True
5053005,F,Working,Married,180000.0,0.0,1,0,True
5053006,F,Working,Single / not married,157500.0,0.0,1,0,True
5053008,F,Working,Single / not married,157500.0,1.0,1,0,True
5053011,F,Working,Single / not married,157500.0,1.0,1,0,True
5053012,F,Working,Single / not married,157500.0,0.0,1,0,True
5053013,F,Working,Single / not married,157500.0,0.0,1,0,True
5053016,F,Working,Single / not married,157500.0,1.0,1,0,True
5053017,F,Working,Single / not married,157500.0,1.0,1,0,True
5053079,F,Working,Single / not married,175500.0,0.0,1,0,True
5053080,F,Working,Single / not married,175500.0,0.0,1,0,True
5053081,F,Working,Single / not married,175500.0,0.0,1,0,True
5053082,F,Working,Single / not married,175500.0,0.0,1,0,True
5053083,F,Working,Single / not married,175500.0,0.0,1,0,True
5053084,F,Working,Single / not married,175500.0,1.0,1,0,True
5053085,F,Working,Single / not married,175500.0,0.0,1,0,True
5053088,F,Working,Single / not married,175500.0,0.0,1,0,True
5053089,F,Working,Single / not married,175500.0,0.0,1,0,True
5053167,F,Working,Married,157500.0,0.0,1,0,True
5053168,F,Working,Married,157500.0,0.0,1,0,True
5053170,F,Working,Married,157500.0,0.0,1,0,True
5053171,F,Working,Married,157500.0,0.0,1,0,True
5053172,F,Working,Married,157500.0,0.0,1,0,True
5053173,F,Working,Married,157500.0,0.0,1,0,True
5053174,F,Working,Married,157500.0,0.0,1,0,True
6492103,F,Working,Married,157500.0,0.0,1,0,True
5053192,F,Working,Married,315000.0,0.0,1,0,True
5053194,F,Working,Married,315000.0,0.0,1,0,True
5053197,F,Working,Married,315000.0,0.0,1,0,True
5053198,F,Working,Married,315000.0,0.0,1,0,True
5053199,F,Working,Married,315000.0,0.0,1,0,True
5053200,F,Working,Married,315000.0,0.0,1,0,True
5053201,F,Working,Married,315000.0,0.0,1,0,True
5053202,F,Working,Married,315000.0,0.0,1,0,True
5053268,M,Working,Single / not married,157500.0,0.0,1,0,True
5053269,M,Working,Single / not married,157500.0,0.0,1,0,True
5053270,M,Working,Single / not married,157500.0,0.0,1,0,True
5053325,F,Working,Married,180000.0,0.0,1,0,True
5053326,F,Working,Married,180000.0,2.0,1,0,True
5053354,F,Working,Married,225000.0,0.0,1,0,True
5053355,F,Working,Married,225000.0,0.0,1,0,True
6492119,F,Working,Married,225000.0,0.0,1,0,True
5053362,F,Working,Married,238500.0,0.0,1,0,True
5053363,F,Working,Married,238500.0,0.0,1,0,True
5053364,F,Working,Married,238500.0,0.0,1,0,True
5053365,F,Working,Married,238500.0,0.0,1,0,True
5053366,F,Working,Married,238500.0,0.0,1,0,True
5053367,F,Working,Married,238500.0,0.0,1,0,True
5053368,F,Working,Married,238500.0,0.0,1,0,True
6492124,F,Working,Married,238500.0,0.0,1,0,True
5053375,F,Working,Single / not married,180000.0,0.0,1,0,True
5053376,F,Working,Single / not married,180000.0,0.0,1,0,True
6492147,F,Working,Single / not married,180000.0,0.0,1,0,True
5053380,F,Working,Civil marriage,157500.0,0.0,1,0,True
5053382,F,Working,Civil marriage,157500.0,0.0,1,0,True
5053402,F,Working,Married,180000.0,0.0,1,0,True
5053422,F,Working,Married,180000.0,0.0,1,0,True
5053423,F,Working,Married,180000.0,0.0,1,0,True
5053425,F,Working,Married,180000.0,0.0,1,0,True
5053426,F,Working,Married,180000.0,0.0,1,0,True
6786086,F,Working,Married,180000.0,0.0,1,0,True
5053593,F,Working,Married,225000.0,0.0,1,0,True
5053594,F,Working,Married,225000.0,0.0,1,0,True
5053595,F,Working,Married,225000.0,0.0,1,0,True
5053596,F,Working,Married,225000.0,0.0,1,0,True
5053597,F,Working,Married,225000.0,0.0,1,0,True
5053598,F,Working,Married,225000.0,0.0,1,0,True
5053599,F,Working,Married,225000.0,0.0,1,0,True
5053600,F,Working,Married,225000.0,0.0,1,0,True
5053601,F,Working,Married,270000.0,0.0,1,0,True
5053602,F,Working,Married,270000.0,0.0,1,0,True
5053603,F,Working,Married,270000.0,0.0,1,0,True
5053604,F,Working,Married,270000.0,0.0,1,0,True
5053605,F,Working,Married,270000.0,0.0,1,0,True
5053606,F,Working,Married,270000.0,0.0,1,0,True
5053607,F,Working,Married,270000.0,0.0,1,0,True
5053693,F,Working,Married,180000.0,0.0,1,0,True
5053694,F,Working,Married,180000.0,0.0,1,0,True
5053695,F,Working,Married,180000.0,1.0,1,0,True
5053696,F,Working,Married,180000.0,0.0,1,0,True
6786245,F,Working,Married,180000.0,0.0,1,0,True
5053698,F,Working,Married,193500.0,0.0,1,0,True
5053702,F,Working,Married,193500.0,0.0,1,0,True
5053703,F,Working,Married,193500.0,0.0,1,0,True
5053704,F,Working,Married,225000.0,0.0,1,0,True
5053705,F,Working,Married,225000.0,0.0,1,0,True
5053706,F,Working,Married,225000.0,0.0,1,0,True
5053713,F,Working,Separated,225000.0,0.0,1,0,True
5053714,F,Working,Separated,225000.0,0.0,1,0,True
5053715,F,Working,Separated,225000.0,0.0,1,0,True
5053716,F,Working,Separated,225000.0,0.0,1,0,True
5053717,F,Working,Separated,225000.0,0.0,1,0,True
5053718,F,Working,Separated,225000.0,0.0,1,0,True
5053719,F,Working,Separated,225000.0,0.0,1,0,True
5053720,F,Working,Separated,225000.0,1.0,1,0,True
5053721,F,Working,Separated,225000.0,0.0,1,0,True
5053722,F,Working,Separated,225000.0,0.0,1,0,True
5053723,F,Working,Separated,225000.0,0.0,1,0,True
5053724,F,Working,Separated,225000.0,0.0,1,0,True
5053725,F,Working,Separated,225000.0,0.0,1,0,True
5053726,F,Working,Separated,225000.0,0.0,1,0,True
5053727,F,Working,Separated,225000.0,0.0,1,0,True
5053728,F,Working,Separated,225000.0,0.0,1,0,True
5053729,F,Working,Separated,225000.0,0.0,1,0,True
5053730,F,Working,Separated,225000.0,0.0,1,0,True
5053731,F,Working,Separated,225000.0,0.0,1,0,True
5053760,F,Working,Married,360000.0,0.0,1,0,True
5053761,F,Working,Married,360000.0,1.0,1,0,True
5053763,F,Working,Married,360000.0,2.0,1,0,True
5053764,F,Working,Married,360000.0,0.0,1,0,True
5053765,F,Working,Married,360000.0,0.0,1,0,True
5053766,F,Working,Married,360000.0,0.0,1,0,True
5053768,F,Working,Married,360000.0,1.0,1,0,True
5053769,F,Working,Married,360000.0,0.0,1,0,True
5053770,F,Working,Married,360000.0,0.0,1,0,True
5053771,F,Working,Married,360000.0,0.0,1,0,True
6786220,F,Working,Married,360000.0,0.0,1,0,True
5053790,F,Working,Married,225000.0,0.0,1,0,True
5053791,F,Working,Married,225000.0,0.0,1,0,True
5053798,F,Working,Married,225000.0,0.0,1,0,True
5053799,F,Working,Married,225000.0,0.0,1,0,True
5053800,F,Working,Married,225000.0,0.0,1,0,True
6786275,F,Working,Married,225000.0,0.0,1,0,True
5053822,M,Working,Single / not married,180000.0,0.0,1,0,True
5053823,M,Working,Single / not married,180000.0,0.0,1,0,True
5053824,M,Working,Single / not married,180000.0,0.0,1,0,True
5053825,M,Working,Single / not married,180000.0,0.0,1,0,True
5053826,M,Working,Single / not married,180000.0,0.0,1,0,True
5053827,M,Working,Single / not married,180000.0,0.0,1,0,True
5290793,M,Working,Single / not married,180000.0,0.0,1,0,True
6786205,M,Working,Single / not married,180000.0,0.0,1,0,True
5053864,F,Working,Married,157500.0,0.0,1,0,True
5053865,F,Working,Married,157500.0,0.0,1,0,True
5053866,F,Working,Married,157500.0,0.0,1,0,True
5053907,M,Working,Single / not married,157500.0,0.0,1,0,True
5053908,M,Working,Single / not married,157500.0,1.0,1,0,True
5053910,F,Working,Civil marriage,225000.0,0.0,1,0,True
5053911,F,Working,Civil marriage,225000.0,0.0,1,0,True
5053912,F,Working,Civil marriage,225000.0,0.0,1,0,True
5053913,F,Working,Civil marriage,225000.0,0.0,1,0,True
5053915,F,Working,Civil marriage,225000.0,1.0,1,0,True
5053916,F,Working,Civil marriage,225000.0,0.0,1,0,True
5053917,F,Working,Civil marriage,225000.0,0.0,1,0,True
5053918,F,Working,Civil marriage,225000.0,0.0,1,0,True
5053919,F,Working,Civil marriage,225000.0,0.0,1,0,True
6786206,F,Working,Civil marriage,225000.0,0.0,1,0,True
5053923,F,Working,Married,270000.0,0.0,1,0,True
5053924,F,Working,Married,270000.0,0.0,1,0,True
5053925,F,Working,Married,270000.0,0.0,1,0,True
5053926,F,Working,Married,270000.0,0.0,1,0,True
5053927,F,Working,Married,270000.0,0.0,1,0,True
5053928,F,Working,Married,270000.0,0.0,1,0,True
5053929,F,Working,Married,270000.0,0.0,1,0,True
5053930,F,Working,Married,270000.0,0.0,1,0,True
5053967,M,Working,Single / not married,202500.0,0.0,1,0,True
5053968,F,Working,Single / not married,337500.0,0.0,1,0,True
5053969,F,Working,Single / not married,337500.0,0.0,1,0,True
5053970,F,Working,Single / not married,337500.0,0.0,1,0,True
5053971,F,Working,Single / not married,337500.0,0.0,1,0,True
5053972,F,Working,Single / not married,337500.0,0.0,1,0,True
5053973,F,Working,Single / not married,337500.0,0.0,1,0,True
5290821,F,Working,Single / not married,337500.0,0.0,1,0,True
6786223,F,Working,Single / not married,337500.0,0.0,1,0,True
5054019,F,Working,Married,202500.0,0.0,1,0,True
5054020,F,Working,Married,202500.0,0.0,1,0,True
5054021,F,Working,Married,202500.0,0.0,1,0,True
5054025,F,Working,Married,202500.0,0.0,1,0,True
5054026,F,Working,Married,202500.0,0.0,1,0,True
5054027,F,Working,Married,202500.0,0.0,1,0,True
5054028,F,Working,Married,202500.0,0.0,1,0,True
5054029,F,Working,Married,202500.0,0.0,1,0,True
5054030,F,Working,Married,202500.0,0.0,1,0,True
6786257,F,Working,Married,202500.0,0.0,1,0,True
5054032,F,Working,Married,180000.0,0.0,1,0,True
5054033,F,Working,Married,180000.0,0.0,1,0,True
5054034,F,Working,Married,180000.0,0.0,1,0,True
5054035,F,Working,Married,180000.0,0.0,1,0,True
5054087,F,Working,Married,166500.0,0.0,1,0,True
6786278,F,Working,Married,166500.0,0.0,1,0,True
5054172,F,Working,Married,292500.0,0.0,1,0,True
5054173,F,Working,Married,292500.0,0.0,1,0,True
5054228,F,Working,Married,180000.0,0.0,1,0,True
5054229,F,Working,Married,180000.0,0.0,1,0,True
5054336,F,Working,Married,225000.0,0.0,1,0,True
5054338,F,Working,Married,225000.0,0.0,1,0,True
5054339,F,Working,Married,225000.0,0.0,1,0,True
5054342,F,Working,Married,225000.0,0.0,1,0,True
5054343,F,Working,Married,225000.0,2.0,1,0,True
5054344,F,Working,Married,225000.0,0.0,1,0,True
5290580,F,Working,Married,225000.0,0.0,1,0,True
6786363,F,Working,Married,225000.0,0.0,1,0,True
5054349,F,Working,Single / not married,157500.0,0.0,1,0,True
5054350,F,Working,Single / not married,157500.0,0.0,1,0,True
5054351,F,Working,Single / not married,157500.0,0.0,1,0,True
5054430,F,Working,Civil marriage,180000.0,1.0,1,0,True
5054432,F,Working,Civil marriage,180000.0,0.0,1,0,True
5054454,M,Working,Single / not married,157500.0,0.0,1,0,True
5054455,M,Working,Single / not married,157500.0,0.0,1,0,True
5054456,M,Working,Single / not married,157500.0,0.0,1,0,True
5054472,F,Working,Civil marriage,225000.0,0.0,1,0,True
5054473,F,Working,Civil marriage,225000.0,0.0,1,0,True
5054474,F,Working,Civil marriage,225000.0,0.0,1,0,True
